Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Valor_anuncio_float,Valor_anuncio_milhoes,Preço por m²
Rua Rio do Peixe,Vila Lúcia,São Paulo,107,3,3,2,R$ 720.000,720000.0,0.72,6728.971962616823
Rua Princesa Isabel,Brooklin,São Paulo,80,3,2,2,R$ 1.250.000,1250000.0,1.25,15625.0
Rua Sousa Ramos,Vila Mariana,São Paulo,280,3,5,5,R$ 1.650.000,1650000.0,1.65,5892.857142857143
Rua Tomé Portes,Brooklin Paulista,São Paulo,401,4,3,5,R$ 1.850.000,1850000.0,1.85,4613.466334164588
Rua Alberto Leal,Jabaquara,São Paulo,150,2,1,2,R$ 480.000,480000.0,0.48,3200.0
Rua Jamboaçu,Vila Nair,São Paulo,124,2,2,3,R$ 649.999,649999.0,0.649999,5241.927419354839
"Rua Costa Aguiar, , 2220 ",Ipiranga,São Paulo,248,3,2,4,R$ 1.500.000,1500000.0,1.5,6048.387096774193
Rua Eva Bloch,Bosque da Saúde,São Paulo,200,4,3,4,R$ 1.500.000,1500000.0,1.5,7500.0
,Alto da Lapa,São Paulo,330,4,3,4,R$ 1.800.000,1800000.0,1.8,5454.545454545455
Rua das Mangueiras,Vila Santo Estéfano,São Paulo,194,2,2,2,R$ 420.000,420000.0,0.42,2164.9484536082473
Rua També,Jardim Guedala,São Paulo,544,4,8,10,R$ 8.000.000,8000000.0,8.0,14705.882352941177
Rua Bernardino de Campos,Campo Belo,São Paulo,345,3,6,5,R$ 2.500.000,2500000.0,2.5,7246.376811594203
Rua Aracuã,Vila Brasílio Machado,São Paulo,110,3,3,2,R$ 650.000,650000.0,0.65,5909.090909090909
"Rua José Alves de Almeida, 0 ",Jardim Celeste,São Paulo,167,3,2,6,R$ 750.000,750000.0,0.75,4491.017964071856
,Planalto Paulista,São Paulo,155,3,4,3,R$ 770.000,770000.0,0.77,4967.741935483871
,Vila Maria Alta,São Paulo,390,7,6,2,R$ 1.200.000,1200000.0,1.2,3076.923076923077
Rua Bernardino de Campos,Campo Belo,São Paulo,125,3,4,2,R$ 995.000,995000.0,0.995,7960.0
Rua Laplace,Brooklin,São Paulo,430,3,1,4,R$ 2.300.000,2300000.0,2.3,5348.837209302325
Rua Corneteiro de Jesus,Água Fria,São Paulo,174,3,3,2,R$ 1.250.000,1250000.0,1.25,7183.908045977011
Rua Alfredo Silveira,Jardim Catarina,São Paulo,146,2,2,1,R$ 400.000,400000.0,0.4,2739.72602739726
"Rua Manajeru, 204 ",Vila Isolina Mazzei,São Paulo,120,3,3,2,R$ 740.000,740000.0,0.74,6166.666666666667
Rua Marechal Bina Machado,Jardim Marajoara,São Paulo,220,3,4,3,R$ 1.530.000,1530000.0,1.53,6954.545454545455
Rua Virgínia,Vila Carrão,São Paulo,76,3,1,3,R$ 420.000,420000.0,0.42,5526.315789473684
Rua dos Cafezais,Vila Santa Catarina,São Paulo,117,3,3,3,R$ 870.000,870000.0,0.87,7435.897435897436
Rua Augusto Perroni,Conjunto Residencial Butantã,São Paulo,100,3,2,2,R$ 685.000,685000.0,0.685,6850.0
"Rua Dona Elisa Pereira de Barros, 50 ",Jardim Europa,São Paulo,707,4,10,6,R$ 8.500.000,8500000.0,8.5,12022.630834512023
Avenida Comendador Adibo Ares,Morumbi,São Paulo,1000,5,8,6,R$ 3.350.000,3350000.0,3.35,3350.0
Rua També,Jardim Guedala,São Paulo,461,3,6,4,R$ 3.895.000,3895000.0,3.895,8449.023861171367
Rua Maria Leonete da Silva Nóbrega,Vila Ida,São Paulo,270,4,5,4,R$ 1.950.000,1950000.0,1.95,7222.222222222223
Rua Melo Morais Filho,Jardim Guedala,São Paulo,545,4,5,6,R$ 8.500.000,8500000.0,8.5,15596.330275229358
"Rua São Roque, , 480 ",Vila Tolstoi,São Paulo,250,4,2,2,R$ 650.000,650000.0,0.65,2600.0
Avenida Sargento Geraldo Sant'Ana,Jardim Taquaral,São Paulo,250,2,1,2,R$ 1.500.000,1500000.0,1.5,6000.0
Rua Lord Cockrane,Ipiranga,São Paulo,350,4,4,8,R$ 1.750.000,1750000.0,1.75,5000.0
Rua Itaóca,Chácara Inglesa,São Paulo,195,3,4,2,R$ 1.300.000,1300000.0,1.3,6666.666666666667
,Vila Ponte Rasa,São Paulo,90,2,1,3,R$ 400.000,400000.0,0.4,4444.444444444444
Rua Sousa Ramos,Vila Mariana,São Paulo,220,3,3,6,R$ 2.400.000,2400000.0,2.4,10909.09090909091
Rua Tenente Nércio Leoni,Vila Dalva,São Paulo,360,2,3,2,R$ 650.000,650000.0,0.65,1805.5555555555557
Rua Rubi,Aclimação,São Paulo,1500,4,2,6,R$ 5.000.000,5000000.0,5.0,3333.3333333333335
"Rua Pacobá, 3773",,São Paulo,1009,5,6,10,R$ 6.400.000,6400000.0,6.4,6342.913776015857
Avenida Amarilis,Cidade Jardim,São Paulo,840,4,7,8,R$ 5.899.900,5899900.0,5.8999,7023.690476190476
,Chácara Monte Alegre,São Paulo,425,3,4,5,R$ 2.500.000,2500000.0,2.5,5882.35294117647
Rua Colatino Marques,Jardim Paulista,São Paulo,305,4,3,3,R$ 4.650.000,4650000.0,4.65,15245.901639344262
Rua Coronel Luís Alves,Vila Mariana,São Paulo,305,3,3,2,R$ 1.700.000,1700000.0,1.7,5573.770491803279
Rua Brazópolis,Jardim Jaú (Zona Leste),São Paulo,184,2,1,2,R$ 450.000,450000.0,0.45,2445.6521739130435
,Jardim Guanca,São Paulo,185,4,2,3,R$ 750.000,750000.0,0.75,4054.054054054054
Rua Pirituba,Mirandópolis,São Paulo,174,3,2,3,R$ 1.100.000,1100000.0,1.1,6321.83908045977
Rua dos Caciques,Vila da Saúde,São Paulo,140,3,3,2,R$ 650.000,650000.0,0.65,4642.857142857143
,Jardim Paulista,São Paulo,420,4,6,3,R$ 8.690.000,8690000.0,8.69,20690.47619047619
Rua Marcos Fernandes,Jardim da Saúde,São Paulo,115,3,1,5,R$ 913.900,913900.0,0.9139,7946.95652173913
"Rua Simão de Toledo Piza, , 396 ",Vila Libanesa,São Paulo,90,2,2,1,R$ 430.000,430000.0,0.43,4777.777777777777
"Rua Francisco Gil de Araújo, 94 ",Jardim Lourdes,São Paulo,200,3,1,2,R$ 400.000,400000.0,0.4,2000.0
Rua Josimar Moreira de Melo,Jardim da Glória,São Paulo,298,4,4,5,R$ 1.950.000,1950000.0,1.95,6543.624161073825
"Rua Ponta Porã, 361 ",Vila Ipojuca,São Paulo,252,3,1,3,R$ 1.100.000,1100000.0,1.1,4365.079365079365
Rua Almirante Soares Dutra,Morumbi,São Paulo,558,4,7,8,R$ 4.800.000,4800000.0,4.8,8602.150537634408
,Jardim América,São Paulo,755,2,2,7,R$ 14.900.000,14900000.0,14.9,19735.099337748343
,Engenheiro Goulart,São Paulo,150,3,3,2,R$ 290.000,290000.0,0.29,1933.3333333333333
Rua Gregório Lopes,Parque Mandaqui,São Paulo,280,3,5,8,R$ 1.250.000,1250000.0,1.25,4464.285714285715
Praça Paul Harris,Indianópolis,São Paulo,592,5,6,6,R$ 5.500.000,5500000.0,5.5,9290.54054054054
,Jardim da Glória,São Paulo,440,3,6,4,R$ 2.700.000,2700000.0,2.7,6136.363636363636
Rua Doutor Manoel Maria Tourinho,Pacaembu,São Paulo,500,5,5,4,R$ 4.000.000,4000000.0,4.0,8000.0
Rua Pedrolândia,Vila Pedra Branca,São Paulo,169,3,4,2,R$ 705.000,705000.0,0.705,4171.597633136094
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,233,3,5,5,R$ 2.300.000,2300000.0,2.3,9871.244635193134
,Alto de Pinheiros,São Paulo,461,7,6,7,R$ 2.650.000,2650000.0,2.65,5748.3731019522775
,Vila Brasilina,São Paulo,99,2,1,2,R$ 440.000,440000.0,0.44,4444.444444444444
,Pinheiros,São Paulo,420,4,7,6,R$ 3.800.000,3800000.0,3.8,9047.619047619048
Rua Alcindo Bueno de Assis,Barro Branco (Zona Norte),São Paulo,350,3,4,4,R$ 2.300.000,2300000.0,2.3,6571.428571428572
,Tremembé,São Paulo,106,3,3,2,R$ 650.000,650000.0,0.65,6132.075471698113
Rua Sebastião Rodrigues,Alto de Pinheiros,São Paulo,145,3,2,2,R$ 2.150.000,2150000.0,2.15,14827.586206896553
Rua Moreira Cardoso,Jardim Aeroporto,São Paulo,215,3,3,5,R$ 1.100.000,1100000.0,1.1,5116.279069767442
,Granja Julieta,São Paulo,436,4,7,3,R$ 3.000.000,3000000.0,3.0,6880.733944954129
Rua Paramu,Vila Bela,São Paulo,150,4,2,2,R$ 430.000,430000.0,0.43,2866.6666666666665
"Rua Nilo Torres, 26 ",Jardim Umuarama,São Paulo,148,3,3,2,R$ 799.000,799000.0,0.799,5398.648648648648
Rua Benito Juarez,Vila Mariana,São Paulo,166,3,2,4,R$ 1.650.000,1650000.0,1.65,9939.759036144578
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1428,4,5,10,R$ 4.500.000,4500000.0,4.5,3151.2605042016808
Avenida Ceci,Planalto Paulista,São Paulo,215,3,4,4,R$ 1.995.000,1995000.0,1.995,9279.06976744186
"Avenida Raimundo Pereira de Magalhães, 4123 ",Jardim Íris,São Paulo,285,4,3,4,R$ 980.000,980000.0,0.98,3438.59649122807
Rua Mangaratiba,Vila Santo Antônio,São Paulo,145,3,3,3,R$ 1.000.000,1000000.0,1.0,6896.551724137931
"Rua Virgílio de Barros Toledo, 29 ",Jardim D'Abril,São Paulo,125,3,2,5,R$ 350.000,350000.0,0.35,2800.0
Rua Turquia,Jardim Europa,São Paulo,765,3,1,5,R$ 13.900.000,13900000.0,13.9,18169.934640522875
"Rua Tibiriçá, 100 ",Brooklin Paulista,São Paulo,265,3,4,3,R$ 1.730.000,1730000.0,1.73,6528.301886792453
Rua Franklin Magalhães,Vila Santa Catarina,São Paulo,181,3,3,2,R$ 750.000,750000.0,0.75,4143.646408839779
,Vila da Saúde,São Paulo,168,4,5,3,R$ 900.000,900000.0,0.9,5357.142857142857
Rua Kansas,Brooklin Paulista,São Paulo,100,2,4,2,R$ 800.000,800000.0,0.8,8000.0
Rua Marcos Fernandes,Jardim da Saúde,São Paulo,115,3,1,5,R$ 913.900,913900.0,0.9139,7946.95652173913
Rua Francisco Dias Velho,Vila Cordeiro,São Paulo,154,3,6,2,R$ 3.300.000,3300000.0,3.3,21428.571428571428
Rua General Raposo,Vila Clementino,São Paulo,245,3,3,6,R$ 1.500.000,1500000.0,1.5,6122.448979591837
Rua Jacarezinho,Jardins,São Paulo,1205,6,7,8,R$ 19.800.000,19800000.0,19.8,16431.535269709544
Rua Artur Dias,Bosque da Saúde,São Paulo,235,3,3,2,R$ 955.000,955000.0,0.955,4063.8297872340427
,Vila Campo Grande,São Paulo,75,2,1,1,R$ 428.000,428000.0,0.428,5706.666666666667
Alameda dos Tacaúnas,Planalto Paulista,São Paulo,1300,5,4,20,R$ 8.000.000,8000000.0,8.0,6153.846153846154
"Rua Holanda, 192 ",Jardim Europa,São Paulo,720,5,10,8,R$ 13.499.900,13499900.0,13.4999,18749.86111111111
Rua Dom Miguel Costa,Vila Gumercindo,São Paulo,180,3,5,3,R$ 870.000,870000.0,0.87,4833.333333333333
Rua Santos Dumont,Jardim Petrópolis,São Paulo,459,6,6,4,R$ 2.840.000,2840000.0,2.84,6187.363834422658
"Travessa Manoel Theodoro dos Santos, 0 ",Rio Pequeno,São Paulo,200,3,2,6,R$ 770.000,770000.0,0.77,3850.0
Rua Catumbi,Catumbi,São Paulo,120,3,3,1,R$ 640.000,640000.0,0.64,5333.333333333333
Rua Rino Levi,Jardim da Glória,São Paulo,270,4,4,5,R$ 2.750.000,2750000.0,2.75,10185.185185185184
"Rua Martim Pescador, 124 ",Tatuapé,São Paulo,94,2,1,1,R$ 750.000,750000.0,0.75,7978.723404255319
"Rua Xiririca, 000 ",Vila Carrão,São Paulo,160,3,4,2,R$ 640.000,640000.0,0.64,4000.0
,Vila Monumento,São Paulo,250,2,1,2,R$ 960.000,960000.0,0.96,3840.0
,Mooca,São Paulo,316,3,3,12,R$ 2.000.000,2000000.0,2.0,6329.113924050633
Rua Pestana,Vila Guaca,São Paulo,10,3,2,2,R$ 800.000,800000.0,0.8,80000.0
,Jardim Europa,São Paulo,800,4,7,6,R$ 11.980.000,11980000.0,11.98,14975.0
Avenida Antônio de Souza Noschese,Parque Continental,São Paulo,250,4,4,4,R$ 1.171.000,1171000.0,1.171,4684.0
Rua dos Comerciários,Cidade Vargas,São Paulo,370,2,2,5,R$ 1.000.000,1000000.0,1.0,2702.7027027027025
Rua Blumenau,Vila Leopoldina,São Paulo,125,3,3,2,R$ 700.000,700000.0,0.7,5600.0
Rua Vitorino de Morais,Chácara Santo Antônio (Zona Sul),São Paulo,260,4,4,2,R$ 1.400.000,1400000.0,1.4,5384.615384615385
Rua Santa Teresa de Jesus,Vila Santa Terezinha (Zona Norte),São Paulo,90,2,1,2,R$ 850.000,850000.0,0.85,9444.444444444445
,Chácara Inglesa,São Paulo,105,3,2,1,R$ 519.800,519800.0,0.5198,4950.476190476191
,Jardim Paulistano,São Paulo,305,4,3,4,R$ 3.300.000,3300000.0,3.3,10819.672131147541
"Rua Orlando Malagoli, 77 ",Rio Pequeno,São Paulo,85,2,2,1,R$ 260.000,260000.0,0.26,3058.823529411765
Rua Cecília Bonilha,Vila Bonilha Nova,São Paulo,198,3,3,5,R$ 749.870,749870.0,0.74987,3787.222222222222
,Vila Bancária Munhoz,São Paulo,185,3,3,5,R$ 710.000,710000.0,0.71,3837.837837837838
"Alameda dos Auetis, 300 ",Planalto Paulista,São Paulo,395,4,4,5,R$ 2.300.000,2300000.0,2.3,5822.784810126583
"Rua Moncorvo Filho, 297 ",Butantã,São Paulo,385,6,3,5,R$ 2.690.000,2690000.0,2.69,6987.012987012987
,Butantã,São Paulo,178,2,1,2,R$ 850.000,850000.0,0.85,4775.2808988764045
Rua Monte Alegre,Perdizes,São Paulo,280,3,5,4,R$ 2.350.000,2350000.0,2.35,8392.857142857143
"Rua José Guilherme Guimarães Pedroso, 65 ",Vila Campo Grande,São Paulo,154,5,3,6,R$ 570.000,570000.0,0.57,3701.2987012987014
,Vila Gumercindo,São Paulo,185,3,5,4,R$ 1.350.000,1350000.0,1.35,7297.2972972972975
"Rua José Renato Pantoja, 0 ",Lar São Paulo,São Paulo,245,3,4,2,R$ 1.484.000,1484000.0,1.484,6057.142857142857
Rua Caçador de Esmeraldas,Vila São José (Ipiranga),São Paulo,165,2,2,2,R$ 798.000,798000.0,0.798,4836.363636363636
"Rua Cicanta, 0 ",Jardim Umarizal,São Paulo,215,3,2,2,R$ 954.000,954000.0,0.954,4437.209302325581
,Vila Madalena,São Paulo,385,7,5,6,R$ 2.900.000,2900000.0,2.9,7532.467532467533
,Vila Campo Grande,São Paulo,130,3,1,2,R$ 470.000,470000.0,0.47,3615.3846153846152
Rua Almirante Soares Dutra,Morumbi,São Paulo,504,4,8,5,R$ 3.800.000,3800000.0,3.8,7539.68253968254
Rua Dom Silvério Pimenta,Vila Gumercindo,São Paulo,95,2,2,2,R$ 720.000,720000.0,0.72,7578.9473684210525
Rua Francisco Teles Dourado,Jardim Prudência,São Paulo,155,3,3,2,R$ 700.000,700000.0,0.7,4516.129032258064
Rua José Marti,Jardim da Saúde,São Paulo,245,3,3,3,R$ 1.011.000,1011000.0,1.011,4126.530612244898
Rua Aurelia Perez Alvarez,Jardim dos Estados,São Paulo,360,3,6,4,R$ 3.540.100,3540100.0,3.5401,9833.611111111111
,Vila Olímpia,São Paulo,205,3,3,2,R$ 2.900.000,2900000.0,2.9,14146.341463414634
Rua Chiquiais,Parque Vitória,São Paulo,135,3,4,3,R$ 750.000,750000.0,0.75,5555.555555555556
,Cidade Antônio Estevão de Carvalho,São Paulo,60,2,1,1,R$ 320.000,320000.0,0.32,5333.333333333333
,Bosque da Saúde,São Paulo,245,3,1,4,R$ 1.900.000,1900000.0,1.9,7755.102040816327
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,130,3,5,4,R$ 1.100.000,1100000.0,1.1,8461.538461538461
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,85,2,2,1,R$ 570.000,570000.0,0.57,6705.882352941177
Rua Conceição de Monte Alegre,Cidade Monções,São Paulo,100,2,2,1,R$ 636.000,636000.0,0.636,6360.0
Rua Bandim,Boaçava,São Paulo,535,4,5,7,R$ 4.100.000,4100000.0,4.1,7663.551401869159
Rua Afonso Celso,Vila Mariana,São Paulo,185,3,4,2,R$ 1.198.000,1198000.0,1.198,6475.675675675676
Rua Rio do Peixe,Vila Lúcia,São Paulo,112,3,3,2,R$ 720.000,720000.0,0.72,6428.571428571428
Rua Princesa Isabel,Brooklin,São Paulo,85,3,2,2,R$ 1.250.000,1250000.0,1.25,14705.882352941177
Rua Sousa Ramos,Vila Mariana,São Paulo,285,3,5,5,R$ 1.650.000,1650000.0,1.65,5789.473684210527
Rua Tomé Portes,Brooklin Paulista,São Paulo,406,4,3,5,R$ 1.850.000,1850000.0,1.85,4556.6502463054185
Rua Alberto Leal,Jabaquara,São Paulo,155,2,1,2,R$ 480.000,480000.0,0.48,3096.7741935483873
"Rua Ludovico Ariosto, 246 ",Cidade dos Bandeirantes,São Paulo,159,4,4,2,R$ 680.000,680000.0,0.68,4276.729559748428
Rua Caraúna,Vila Madalena,São Paulo,632,4,5,5,R$ 7.000.000,7000000.0,7.0,11075.949367088608
Rua Burgos,Parque Sevilha,São Paulo,100,3,2,2,R$ 650.000,650000.0,0.65,6500.0
,Jardim Tremembe,São Paulo,155,3,3,2,R$ 825.000,825000.0,0.825,5322.580645161291
"Rua Tejupá, 52 ",Vila Babilônia,São Paulo,120,3,2,2,R$ 630.000,630000.0,0.63,5250.0
Rua Victória Simionato,Vila Paranaguá,São Paulo,45,1,1,1,R$ 160.000,160000.0,0.16,3555.5555555555557
Rua Guaratuba,Vila Guarani (Z Sul),São Paulo,150,3,2,1,R$ 900.000,900000.0,0.9,6000.0
"Rua Dona Maria Cândida de Lima, 133 ",Vila Paulo Silas,São Paulo,320,5,3,4,R$ 520.000,520000.0,0.52,1625.0
"Avenida Ouro Verde de Minas, 1948 ",Jardim Imperador (Zona Leste),São Paulo,292,1,1,4,R$ 646.761,646761.0,0.646761,2214.9349315068494
,Santo Amaro,São Paulo,95,3,2,6,R$ 1.180.000,1180000.0,1.18,12421.052631578947
,Vila Mascote,São Paulo,190,3,3,2,R$ 920.000,920000.0,0.92,4842.105263157895
,Vila Bela,São Paulo,36,2,1,1,R$ 200.000,200000.0,0.2,5555.555555555556
"Rua Bertioga, 493 ",Chácara Inglesa,São Paulo,103,2,1,1,R$ 720.001,720001.0,0.720001,6990.300970873786
Rua Luís Pinto,Vila Carrão,São Paulo,100,3,3,2,R$ 590.000,590000.0,0.59,5900.0
,Butantã,São Paulo,250,4,2,8,R$ 1.350.000,1350000.0,1.35,5400.0
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,293,3,2,5,R$ 1.010.000,1010000.0,1.01,3447.098976109215
Rua Vitório Trevillato,Vila Santana,São Paulo,100,3,3,2,R$ 614.800,614800.0,0.6148,6148.0
Rua Campos Novos,Vila Lúcia,São Paulo,200,4,4,2,R$ 1.265.000,1265000.0,1.265,6325.0
Rua Maria Curupaiti,Vila Ester (Zona Norte),São Paulo,109,3,3,1,R$ 800.000,800000.0,0.8,7339.4495412844035
Rua Sílvia Celeste de Campos,Alto de Pinheiros,São Paulo,660,5,5,6,R$ 15.000.000,15000000.0,15.0,22727.272727272728
Rua Japira,Jardim Franca,São Paulo,151,3,3,10,R$ 1.500.000,1500000.0,1.5,9933.774834437087
"Rua Osvaldo Nevola, 637 ",Jardim Tietê,São Paulo,200,4,4,3,R$ 380.000,380000.0,0.38,1900.0
,Jardim Vila Formosa,São Paulo,90,2,1,1,R$ 430.000,430000.0,0.43,4777.777777777777
Rua Theodor Herzi,Perdizes,São Paulo,500,3,2,4,R$ 3.000.000,3000000.0,3.0,6000.0
Rua Vitor Costa,Bosque da Saúde,São Paulo,211,3,4,2,R$ 1.600.000,1600000.0,1.6,7582.938388625593
Rua Márcio Humberto Gandolpho,Imirim,São Paulo,80,2,1,2,R$ 500.000,500000.0,0.5,6250.0
Rua Demóstenes,Campo Belo,São Paulo,258,3,2,4,R$ 1.950.000,1950000.0,1.95,7558.139534883721
Avenida Itacira,Planalto Paulista,São Paulo,260,3,5,2,R$ 850.000,850000.0,0.85,3269.230769230769
Rua Padre Marchetti,Ipiranga,São Paulo,145,2,2,1,R$ 550.000,550000.0,0.55,3793.103448275862
,Jardim Campo Grande,São Paulo,204,4,2,3,R$ 1.299.000,1299000.0,1.299,6367.64705882353
,Jardim Nice,São Paulo,70,2,1,1,R$ 340.000,340000.0,0.34,4857.142857142857
Rua Dom Vilares,Vila das Mercês,São Paulo,100,3,3,2,R$ 530.000,530000.0,0.53,5300.0
Rua Caquito,Vila São Geraldo,São Paulo,120,2,2,1,R$ 600.000,600000.0,0.6,5000.0
Rua Gil Fernandes,Bosque da Saúde,São Paulo,260,4,6,5,R$ 1.980.000,1980000.0,1.98,7615.384615384615
,Engenheiro Goulart,São Paulo,155,3,3,2,R$ 290.000,290000.0,0.29,1870.967741935484
Rua Gregório Lopes,Parque Mandaqui,São Paulo,285,3,5,8,R$ 1.250.000,1250000.0,1.25,4385.964912280701
Praça Paul Harris,Indianópolis,São Paulo,597,5,6,6,R$ 5.500.000,5500000.0,5.5,9212.730318257956
,Jardim da Glória,São Paulo,445,3,6,4,R$ 2.700.000,2700000.0,2.7,6067.4157303370785
Rua Doutor Manoel Maria Tourinho,Pacaembu,São Paulo,500,5,5,4,R$ 4.000.000,4000000.0,4.0,8000.0
Rua Pedrolândia,Vila Pedra Branca,São Paulo,174,3,4,2,R$ 705.000,705000.0,0.705,4051.7241379310344
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,238,3,5,5,R$ 2.300.000,2300000.0,2.3,9663.865546218487
,Alto de Pinheiros,São Paulo,466,7,6,7,R$ 2.650.000,2650000.0,2.65,5686.695278969957
,Vila Brasilina,São Paulo,104,2,1,2,R$ 440.000,440000.0,0.44,4230.7692307692305
,Pinheiros,São Paulo,425,4,7,6,R$ 3.800.000,3800000.0,3.8,8941.176470588236
Rua Alcindo Bueno de Assis,Barro Branco (Zona Norte),São Paulo,355,3,4,4,R$ 2.300.000,2300000.0,2.3,6478.87323943662
,Tremembé,São Paulo,111,3,3,2,R$ 650.000,650000.0,0.65,5855.855855855856
Rua Sebastião Rodrigues,Alto de Pinheiros,São Paulo,150,3,2,2,R$ 2.150.000,2150000.0,2.15,14333.333333333334
Rua Moreira Cardoso,Jardim Aeroporto,São Paulo,220,3,3,5,R$ 1.100.000,1100000.0,1.1,5000.0
,Granja Julieta,São Paulo,441,4,7,3,R$ 3.000.000,3000000.0,3.0,6802.721088435374
Rua Paramu,Vila Bela,São Paulo,155,4,2,2,R$ 430.000,430000.0,0.43,2774.1935483870966
"Rua Nilo Torres, 26 ",Jardim Umuarama,São Paulo,153,3,3,2,R$ 799.000,799000.0,0.799,5222.222222222223
Rua Benito Juarez,Vila Mariana,São Paulo,171,3,2,4,R$ 1.650.000,1650000.0,1.65,9649.122807017544
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1428,4,5,10,R$ 4.500.000,4500000.0,4.5,3151.2605042016808
"Rua Luís Sérgio Person, 181 ",Parque Mandaqui,São Paulo,139,2,2,2,R$ 398.000,398000.0,0.398,2863.3093525179856
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,298,3,2,5,R$ 1.010.000,1010000.0,1.01,3389.261744966443
Rua Belgrado,Vila Moinho Velho,São Paulo,120,2,3,1,R$ 650.000,650000.0,0.65,5416.666666666667
"Rua Virgílio de Lemos, 195 ",Jardim Jabaquara,São Paulo,120,2,2,2,R$ 480.000,480000.0,0.48,4000.0
Praça Paul Harris,Indianópolis,São Paulo,230,3,4,2,R$ 2.093.000,2093000.0,2.093,9100.0
Rua Nicolau da Rocha Vita,Brooklin,São Paulo,700,4,1,4,R$ 1.900.000,1900000.0,1.9,2714.285714285714
"Rua Otávio Passos, 0 ",Vila Gomes,São Paulo,280,16,3,3,R$ 790.000,790000.0,0.79,2821.4285714285716
,Vila Ida,São Paulo,271,4,3,4,R$ 1.900.000,1900000.0,1.9,7011.070110701107
"Rua David Romero Paré, 193 ",Vila Sonia,São Paulo,300,3,3,4,R$ 780.000,780000.0,0.78,2600.0
"Rua Pistache, 100 ",Parque dos Príncipes,São Paulo,289,5,3,4,R$ 1.300.000,1300000.0,1.3,4498.269896193771
Rua dos Chanes,Indianópolis,São Paulo,171,6,4,2,R$ 2.300.000,2300000.0,2.3,13450.292397660818
,Chácara Monte Alegre,São Paulo,201,3,2,4,R$ 1.400.000,1400000.0,1.4,6965.174129353234
Alameda dos Apetupás,Planalto Paulista,São Paulo,405,3,5,4,R$ 4.200.000,4200000.0,4.2,10370.37037037037
"Rua Orlando Ferraiuolo, 428 ",Vila Brasilina,São Paulo,250,3,3,4,R$ 689.000,689000.0,0.689,2756.0
Rua Maria Rosa Halter Frank,Itaim Bibi,São Paulo,105,3,2,1,R$ 1.970.000,1970000.0,1.97,18761.904761904763
,Engenheiro Goulart,São Paulo,155,3,3,2,R$ 290.000,290000.0,0.29,1870.967741935484
Rua Gregório Lopes,Parque Mandaqui,São Paulo,285,3,5,8,R$ 1.250.000,1250000.0,1.25,4385.964912280701
Praça Paul Harris,Indianópolis,São Paulo,597,5,6,6,R$ 5.500.000,5500000.0,5.5,9212.730318257956
,Jardim da Glória,São Paulo,445,3,6,4,R$ 2.700.000,2700000.0,2.7,6067.4157303370785
Rua Doutor Manoel Maria Tourinho,Pacaembu,São Paulo,500,5,5,4,R$ 4.000.000,4000000.0,4.0,8000.0
Rua Pedrolândia,Vila Pedra Branca,São Paulo,174,3,4,2,R$ 705.000,705000.0,0.705,4051.7241379310344
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,238,3,5,5,R$ 2.300.000,2300000.0,2.3,9663.865546218487
,Alto de Pinheiros,São Paulo,466,7,6,7,R$ 2.650.000,2650000.0,2.65,5686.695278969957
,Vila Brasilina,São Paulo,104,2,1,2,R$ 440.000,440000.0,0.44,4230.7692307692305
,Pinheiros,São Paulo,425,4,7,6,R$ 3.800.000,3800000.0,3.8,8941.176470588236
Rua Alcindo Bueno de Assis,Barro Branco (Zona Norte),São Paulo,355,3,4,4,R$ 2.300.000,2300000.0,2.3,6478.87323943662
,Tremembé,São Paulo,111,3,3,2,R$ 650.000,650000.0,0.65,5855.855855855856
Rua Sebastião Rodrigues,Alto de Pinheiros,São Paulo,150,3,2,2,R$ 2.150.000,2150000.0,2.15,14333.333333333334
Rua Moreira Cardoso,Jardim Aeroporto,São Paulo,220,3,3,5,R$ 1.100.000,1100000.0,1.1,5000.0
,Granja Julieta,São Paulo,441,4,7,3,R$ 3.000.000,3000000.0,3.0,6802.721088435374
Rua Paramu,Vila Bela,São Paulo,155,4,2,2,R$ 430.000,430000.0,0.43,2774.1935483870966
"Rua Nilo Torres, 26 ",Jardim Umuarama,São Paulo,153,3,3,2,R$ 799.000,799000.0,0.799,5222.222222222223
Rua Benito Juarez,Vila Mariana,São Paulo,171,3,2,4,R$ 1.650.000,1650000.0,1.65,9649.122807017544
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1428,4,5,10,R$ 4.500.000,4500000.0,4.5,3151.2605042016808
"Rua Luís Sérgio Person, 181 ",Parque Mandaqui,São Paulo,144,2,2,2,R$ 398.000,398000.0,0.398,2763.8888888888887
